id_ordem,mes,produto,maquina,turno,quantidade_pecas,tempo_setup_min,horas_maquina_previstas,prioridade,materia_prima_ok,operadores_alocados,taxa_refugo_pct,paradas_manutencao_mes,dias_ate_prazo,status_prazo
OP-03380,5,Suporte,CNC-02,Manhã,3635,164.0,140.44,Média,Sim,3,5.56,2,40,Adiantado
OP-03381,10,Engrenagem,CNC-01,Noite,3545,135.0,68.24,Baixa,Sim,5,4.43,1,8,Atrasado
OP-03382,10,Flange,CNC-01,Tarde,834,116.0,37.01,Alta,Sim,6,7.28,3,17,Adiantado
OP-03383,12,Suporte,CNC-01,Noite,3404,57.0,124.48,Média,Sim,4,7.61,5,21,Atrasado
OP-03384,11,Eixo,Torno-03,Manhã,3989,46.0,182.72,Baixa,Sim,1,1.24,5,44,No_Prazo
OP-03385,10,Flange,Torno-03,Tarde,3772,77.0,163.61,Média,Sim,4,1.17,3,15,No_Prazo
OP-03386,3,Suporte,Torno-03,Manhã,2935,57.0,44.53,Média,Não,1,7.24,0,11,Atrasado
OP-03387,10,Suporte,Mandrilhadora-A,Manhã,487,148.0,23.58,Média,Sim,6,4.34,4,20,No_Prazo
OP-03388,9,Carcaça,CNC-02,Tarde,791,134.0,22.28,Urgente,Sim,3,4.02,4,32,Adiantado
OP-03389,4,Flange,CNC-02,Noite,3728,153.0,183.8,Alta,Sim,6,4.78,4,45,Adiantado
OP-03390,9,Eixo,CNC-02,Noite,4347,43.0,75.99,Urgente,Sim,6,4.0,5,5,No_Prazo
OP-03391,4,Eixo,CNC-02,Manhã,4135,66.0,172.56,Média,Sim,2,5.11,0,30,No_Prazo
OP-03392,7,Suporte,Torno-03,Tarde,2162,142.0,47.99,Média,Sim,3,7.62,2,26,No_Prazo
OP-03393,10,Flange,CNC-02,Noite,2957,42.0,34.87,Média,Sim,6,5.04,3,17,No_Prazo
OP-03394,3,Flange,CNC-02,Manhã,924,39.0,45.98,Média,Sim,5,2.91,0,9,Adiantado
OP-03395,5,Engrenagem,Fresadora-01,Manhã,2979,78.0,65.96,Baixa,Sim,4,2.1,2,31,No_Prazo
OP-03396,10,Flange,Mandrilhadora-A,Manhã,1017,46.0,13.45,Média,Não,6,7.75,1,30,No_Prazo
OP-03397,6,Eixo,CNC-02,Manhã,3985,28.0,177.01,Alta,Sim,2,4.85,1,8,Atrasado
OP-03398,12,Flange,CNC-01,Manhã,3938,67.0,107.43,Alta,Não,5,4.75,3,29,Atrasado
OP-03399,1,Carcaça,CNC-02,Manhã,303,159.0,10.02,Baixa,Não,3,0.75,3,24,Atrasado
OP-03400,9,Suporte,Torno-03,Tarde,4681,24.0,231.21,Baixa,Sim,1,7.39,0,20,No_Prazo
OP-03401,10,Flange,Mandrilhadora-A,Tarde,3990,108.0,116.62,Baixa,Não,3,4.02,4,25,Atrasado
OP-03402,12,Carcaça,CNC-01,Noite,1922,108.0,24.38,Alta,Não,1,8.0,5,42,Atrasado
OP-03403,2,Carcaça,CNC-01,Tarde,2283,103.0,85.95,Média,Sim,6,1.76,0,21,Adiantado
OP-03404,12,Flange,Torno-03,Manhã,440,98.0,16.91,Alta,Sim,2,2.95,4,41,Adiantado
OP-03405,5,Suporte,Mandrilhadora-A,Noite,4684,18.0,83.23,Baixa,Sim,6,2.08,4,4,Atrasado
OP-03406,5,Eixo,Torno-03,Tarde,549,23.0,17.47,Alta,Sim,5,3.34,4,34,Adiantado
OP-03407,5,Carcaça,Mandrilhadora-A,Tarde,4616,99.0,114.33,Alta,Sim,3,7.82,5,35,No_Prazo
OP-03408,8,Eixo,Fresadora-01,Manhã,3289,175.0,39.46,Baixa,Sim,5,3.61,4,33,No_Prazo
OP-03409,8,Eixo,CNC-01,Tarde,4597,82.0,103.27,Alta,Sim,1,6.7,2,18,Atrasado
OP-03410,6,Engrenagem,Torno-03,Tarde,1885,93.0,87.43,Urgente,Sim,2,6.16,0,5,No_Prazo
OP-03411,1,Carcaça,Fresadora-01,Tarde,4483,177.0,98.67,Média,Sim,5,2.73,5,5,Atrasado
OP-03412,12,Eixo,Torno-03,Noite,2159,144.0,40.85,Média,Sim,3,4.85,4,16,Atrasado
OP-03413,3,Carcaça,CNC-01,Noite,1782,142.0,84.89,Média,Sim,1,6.89,2,8,Atrasado
OP-03414,2,Engrenagem,CNC-01,Noite,1718,98.0,43.45,Média,Não,1,5.08,3,11,Atrasado
OP-03415,8,Flange,Fresadora-01,Tarde,4762,163.0,226.78,Urgente,Sim,5,2.49,3,3,Atrasado
OP-03416,5,Flange,Torno-03,Noite,2354,111.0,106.42,Média,Sim,3,6.97,0,19,No_Prazo
OP-03417,8,Flange,Torno-03,Noite,2418,123.0,69.68,Alta,Sim,3,4.67,1,42,Adiantado
OP-03418,11,Engrenagem,CNC-02,Manhã,3235,145.0,82.16,Alta,Não,3,7.85,1,7,Atrasado
OP-03419,2,Engrenagem,CNC-02,Tarde,2801,82.0,43.44,Média,Sim,1,5.42,3,18,No_Prazo
OP-03420,4,Eixo,Fresadora-01,Manhã,2728,172.0,48.08,Média,Não,6,3.87,2,16,Atrasado
OP-03421,7,Flange,CNC-01,Manhã,1926,178.0,37.17,Alta,Sim,2,3.77,2,21,No_Prazo
OP-03422,10,Suporte,Torno-03,Manhã,862,112.0,24.84,Média,Sim,3,7.1,3,27,No_Prazo
OP-03423,8,Flange,CNC-02,Tarde,4973,52.0,123.75,Média,Não,5,7.85,5,42,Atrasado
OP-03424,5,Eixo,Fresadora-01,Manhã,2481,143.0,104.24,Urgente,Não,1,3.58,1,10,Atrasado
OP-03425,8,Eixo,Fresadora-01,Manhã,4862,68.0,106.32,Média,Sim,4,1.72,0,15,No_Prazo
OP-03426,12,Suporte,Torno-03,Manhã,2330,110.0,62.87,Alta,Sim,4,0.8,3,7,Adiantado
OP-03427,6,Flange,CNC-02,Tarde,3017,29.0,44.98,Baixa,Sim,5,2.92,5,4,Atrasado
OP-03428,11,Carcaça,CNC-02,Noite,2751,148.0,57.36,Alta,Sim,6,3.06,5,33,Adiantado
OP-03429,10,Flange,CNC-02,Noite,4830,173.0,199.58,Alta,Sim,1,3.69,1,15,Atrasado
OP-03430,4,Flange,CNC-02,Tarde,597,31.0,22.86,Baixa,Sim,3,1.59,2,13,Adiantado
OP-03431,3,Engrenagem,Fresadora-01,Manhã,2611,136.0,68.12,Baixa,Sim,3,4.19,4,22,No_Prazo
OP-03432,10,Engrenagem,CNC-01,Noite,809,157.0,26.78,Média,Sim,5,7.58,0,23,No_Prazo
OP-03433,3,Carcaça,CNC-01,Manhã,4346,33.0,123.14,Alta,Sim,3,2.24,2,21,No_Prazo
OP-03434,5,Eixo,Torno-03,Noite,2674,56.0,122.49,Média,Sim,3,5.64,2,39,No_Prazo
OP-03435,3,Flange,CNC-02,Tarde,4619,80.0,119.11,Média,Sim,2,0.78,1,32,No_Prazo
OP-03436,8,Flange,Mandrilhadora-A,Tarde,1413,153.0,54.94,Média,Sim,4,5.33,2,19,Adiantado
OP-03437,4,Engrenagem,Fresadora-01,Manhã,856,96.0,16.04,Urgente,Sim,4,7.53,5,11,No_Prazo
OP-03438,8,Flange,Fresadora-01,Manhã,3163,38.0,86.55,Baixa,Sim,4,2.62,5,7,Atrasado
OP-03439,12,Eixo,Torno-03,Tarde,771,57.0,24.03,Alta,Sim,4,6.62,2,33,Adiantado
OP-03440,10,Engrenagem,Torno-03,Tarde,1895,92.0,26.88,Urgente,Sim,6,1.12,2,36,Adiantado
OP-03441,12,Flange,Torno-03,Noite,1603,21.0,53.7,Média,Sim,6,3.19,5,33,Adiantado
OP-03442,1,Flange,CNC-01,Tarde,1142,119.0,37.67,Urgente,Sim,4,0.55,1,34,Adiantado
OP-03443,6,Engrenagem,Torno-03,Tarde,697,19.0,11.4,Média,Sim,6,3.16,3,30,Adiantado
OP-03444,3,Flange,Mandrilhadora-A,Manhã,3299,144.0,164.77,Alta,Sim,3,2.82,1,29,No_Prazo
OP-03445,12,Suporte,CNC-02,Tarde,3802,136.0,52.09,Alta,Sim,1,5.7,3,44,No_Prazo
OP-03446,9,Eixo,CNC-01,Manhã,1999,158.0,91.58,Baixa,Sim,5,2.71,0,26,Adiantado
OP-03447,4,Carcaça,Torno-03,Tarde,1441,41.0,42.74,Média,Sim,5,6.67,1,41,Adiantado
OP-03448,7,Suporte,CNC-02,Tarde,830,114.0,15.69,Alta,Sim,1,2.69,4,35,Adiantado
OP-03449,8,Suporte,Fresadora-01,Noite,3401,144.0,49.36,Baixa,Sim,2,2.17,4,22,Atrasado
OP-03450,6,Engrenagem,Mandrilhadora-A,Tarde,4053,100.0,153.92,Média,Sim,2,4.21,1,18,Atrasado
OP-03451,6,Suporte,Mandrilhadora-A,Manhã,2762,37.0,110.97,Alta,Não,4,5.42,1,10,Atrasado
OP-03452,1,Eixo,CNC-02,Noite,2187,31.0,80.78,Baixa,Sim,2,7.17,4,17,Atrasado
OP-03453,6,Suporte,Mandrilhadora-A,Tarde,3259,115.0,87.32,Média,Não,5,6.6,5,25,Atrasado
OP-03454,5,Carcaça,CNC-01,Tarde,4579,97.0,77.4,Baixa,Sim,4,4.43,3,29,No_Prazo
OP-03455,10,Eixo,CNC-02,Tarde,4948,168.0,205.75,Baixa,Sim,6,7.84,4,39,No_Prazo
OP-03456,11,Eixo,CNC-02,Noite,1007,153.0,45.16,Média,Sim,6,2.72,4,10,No_Prazo
OP-03457,10,Engrenagem,Mandrilhadora-A,Manhã,2409,134.0,61.85,Baixa,Sim,2,8.0,5,9,Atrasado
OP-03458,1,Suporte,Fresadora-01,Tarde,4387,177.0,191.49,Média,Sim,4,3.39,1,30,No_Prazo
OP-03459,11,Suporte,CNC-02,Noite,3182,130.0,112.72,Baixa,Sim,4,2.47,3,3,Atrasado
OP-03460,5,Flange,CNC-01,Manhã,4088,30.0,127.05,Urgente,Sim,3,3.37,0,40,Adiantado
OP-03461,5,Engrenagem,Fresadora-01,Noite,4979,28.0,171.4,Alta,Sim,6,4.89,1,12,Atrasado
OP-03462,12,Eixo,Fresadora-01,Manhã,564,150.0,8.07,Média,Sim,1,4.05,2,25,No_Prazo
OP-03463,11,Flange,Mandrilhadora-A,Manhã,3081,75.0,46.26,Baixa,Sim,6,0.88,5,6,Atrasado
OP-03464,1,Carcaça,Torno-03,Manhã,2681,168.0,104.74,Média,Não,6,3.17,2,6,Atrasado
OP-03465,5,Engrenagem,CNC-01,Noite,1459,35.0,71.2,Baixa,Sim,3,4.19,0,41,Adiantado
OP-03466,9,Eixo,CNC-02,Noite,3285,48.0,99.58,Alta,Não,2,5.47,3,31,Atrasado
OP-03467,7,Suporte,Fresadora-01,Manhã,564,143.0,6.86,Média,Sim,1,7.65,2,43,Adiantado
OP-03468,4,Eixo,CNC-02,Manhã,2502,155.0,31.83,Média,Sim,1,7.67,4,40,No_Prazo
OP-03469,7,Carcaça,CNC-01,Manhã,2102,158.0,60.32,Alta,Sim,2,4.36,0,45,Adiantado
OP-03470,11,Carcaça,Mandrilhadora-A,Manhã,1981,31.0,71.92,Alta,Sim,5,4.77,5,11,No_Prazo
OP-03471,3,Eixo,Torno-03,Tarde,3090,78.0,50.04,Média,Sim,5,5.74,4,34,No_Prazo
OP-03472,9,Suporte,CNC-02,Manhã,4722,122.0,53.46,Alta,Sim,6,6.76,3,29,No_Prazo
OP-03473,9,Suporte,Torno-03,Manhã,4739,167.0,185.67,Média,Não,2,6.09,5,12,Atrasado
OP-03474,11,Suporte,Fresadora-01,Manhã,3519,54.0,55.76,Alta,Sim,2,5.9,1,11,Atrasado
OP-03475,4,Engrenagem,CNC-01,Tarde,1688,114.0,46.47,Baixa,Sim,5,3.85,2,19,No_Prazo
OP-03476,3,Engrenagem,Torno-03,Tarde,4831,39.0,190.17,Média,Sim,4,7.02,1,38,No_Prazo
OP-03477,7,Eixo,CNC-02,Tarde,4991,138.0,74.92,Média,Sim,1,5.47,1,23,Atrasado
OP-03478,7,Engrenagem,CNC-01,Tarde,4238,36.0,117.44,Baixa,Não,5,1.69,5,13,Atrasado
OP-03479,5,Eixo,CNC-01,Noite,4372,180.0,63.21,Média,Sim,1,4.99,5,28,Atrasado
OP-03480,10,Suporte,Torno-03,Tarde,4094,30.0,97.85,Alta,Sim,1,2.83,1,30,No_Prazo
OP-03481,10,Flange,Torno-03,Noite,3812,128.0,177.25,Média,Não,6,2.02,1,29,Atrasado
OP-03482,3,Eixo,Torno-03,Tarde,3641,143.0,136.34,Urgente,Não,6,5.37,0,28,Atrasado
OP-03483,10,Engrenagem,Fresadora-01,Manhã,3210,58.0,35.07,Média,Sim,5,5.32,0,19,No_Prazo
OP-03484,3,Eixo,Torno-03,Noite,3248,57.0,49.95,Urgente,Sim,2,7.66,5,19,No_Prazo
OP-03485,5,Flange,Torno-03,Tarde,1979,113.0,43.05,Baixa,Sim,1,7.82,1,19,Atrasado
OP-03486,1,Suporte,Mandrilhadora-A,Tarde,4439,119.0,203.4,Média,Sim,3,3.57,0,41,Adiantado
OP-03487,5,Eixo,Fresadora-01,Manhã,3191,134.0,127.27,Baixa,Sim,4,1.84,5,21,No_Prazo
OP-03488,12,Eixo,Mandrilhadora-A,Tarde,3086,111.0,107.08,Média,Sim,1,1.55,4,41,No_Prazo
OP-03489,6,Flange,CNC-02,Noite,3722,44.0,59.94,Baixa,Não,4,7.81,4,16,Atrasado
OP-03490,9,Engrenagem,Fresadora-01,Manhã,422,167.0,19.9,Alta,Sim,1,3.47,0,17,Adiantado
OP-03491,2,Eixo,Fresadora-01,Manhã,4598,42.0,194.61,Média,Sim,3,3.07,0,18,No_Prazo
OP-03492,8,Engrenagem,Torno-03,Manhã,2933,108.0,57.42,Baixa,Sim,1,5.16,3,17,Atrasado
OP-03493,5,Flange,CNC-01,Tarde,4724,167.0,123.64,Média,Sim,1,0.93,3,16,Atrasado
OP-03494,9,Flange,Torno-03,Noite,559,166.0,15.17,Alta,Sim,2,5.35,1,31,Adiantado
OP-03495,12,Flange,Mandrilhadora-A,Tarde,1206,43.0,40.4,Média,Sim,4,7.07,2,44,Adiantado
OP-03496,7,Suporte,Fresadora-01,Noite,4749,54.0,118.69,Baixa,Sim,6,5.93,5,15,Atrasado
OP-03497,2,Eixo,CNC-01,Tarde,3479,114.0,64.02,Baixa,Sim,1,3.63,5,16,Atrasado
OP-03498,6,Carcaça,CNC-02,Manhã,3251,71.0,119.25,Alta,Sim,4,1.37,0,16,No_Prazo
OP-03499,2,Carcaça,Torno-03,Manhã,2051,136.0,76.1,Alta,Sim,5,2.31,0,13,Adiantado
OP-03500,6,Engrenagem,Mandrilhadora-A,Manhã,2800,101.0,77.55,Média,Sim,2,2.49,1,3,No_Prazo
OP-03501,1,Carcaça,Torno-03,Tarde,2754,59.0,81.15,Média,Sim,5,3.39,4,3,No_Prazo
OP-03502,8,Engrenagem,Mandrilhadora-A,Manhã,1029,83.0,12.38,Média,Sim,3,1.5,4,7,No_Prazo
OP-03503,4,Eixo,Fresadora-01,Manhã,2854,129.0,80.61,Média,Sim,1,4.82,3,9,Atrasado
OP-03504,3,Flange,CNC-02,Noite,2603,145.0,109.37,Alta,Sim,2,3.25,3,31,No_Prazo
OP-03505,1,Engrenagem,CNC-01,Tarde,1599,76.0,53.82,Alta,Não,3,4.22,2,8,Atrasado
OP-03506,11,Eixo,Mandrilhadora-A,Manhã,1745,32.0,81.71,Média,Sim,4,2.64,2,16,Adiantado
OP-03507,11,Engrenagem,Torno-03,Tarde,3850,73.0,148.84,Alta,Sim,1,3.9,0,22,No_Prazo
OP-03508,10,Flange,Mandrilhadora-A,Tarde,3393,119.0,139.47,Média,Sim,4,5.84,2,6,Atrasado
OP-03509,1,Carcaça,Mandrilhadora-A,Noite,2376,140.0,67.33,Alta,Sim,5,1.16,5,23,No_Prazo
OP-03510,5,Carcaça,Torno-03,Tarde,3041,160.0,51.51,Alta,Sim,3,4.33,3,42,Adiantado
OP-03511,12,Eixo,CNC-01,Manhã,1244,174.0,57.83,Alta,Não,2,5.14,3,3,Atrasado
OP-03512,7,Flange,Mandrilhadora-A,Manhã,2521,102.0,91.68,Baixa,Sim,5,5.51,5,15,No_Prazo
OP-03513,2,Flange,Torno-03,Manhã,2830,160.0,131.25,Média,Não,4,7.42,0,6,Atrasado
OP-03514,2,Flange,CNC-01,Tarde,1301,58.0,45.15,Média,Sim,3,6.36,4,11,No_Prazo
OP-03515,4,Suporte,Torno-03,Tarde,888,107.0,25.02,Média,Sim,5,6.04,1,39,Adiantado
OP-03516,12,Carcaça,CNC-01,Tarde,2652,104.0,40.81,Média,Sim,5,7.01,2,25,No_Prazo
OP-03517,3,Flange,CNC-02,Tarde,4706,142.0,121.92,Alta,Sim,1,7.36,0,17,Atrasado
OP-03518,11,Engrenagem,CNC-02,Manhã,2335,143.0,79.16,Média,Sim,4,6.8,1,38,No_Prazo
OP-03519,9,Carcaça,Torno-03,Manhã,4512,62.0,213.1,Média,Sim,4,5.1,3,42,No_Prazo
OP-03520,12,Carcaça,Torno-03,Manhã,4263,161.0,184.04,Alta,Sim,2,6.82,3,40,Atrasado
OP-03521,10,Eixo,Mandrilhadora-A,Tarde,3736,162.0,114.04,Média,Sim,2,2.95,2,24,No_Prazo
OP-03522,4,Flange,CNC-02,Tarde,4476,171.0,124.97,Média,Sim,1,7.64,5,16,Atrasado
OP-03523,10,Carcaça,Fresadora-01,Noite,2085,91.0,23.62,Média,Sim,2,1.8,1,24,No_Prazo
OP-03524,3,Flange,Mandrilhadora-A,Manhã,3808,178.0,91.57,Alta,Sim,2,2.22,1,34,No_Prazo
OP-03525,4,Flange,Fresadora-01,Tarde,766,145.0,37.73,Baixa,Sim,5,1.69,3,21,Adiantado
OP-03526,3,Carcaça,CNC-02,Manhã,1632,123.0,64.69,Média,Sim,6,6.33,2,25,Adiantado
OP-03527,2,Carcaça,Fresadora-01,Tarde,2854,86.0,88.45,Média,Sim,3,3.76,1,36,No_Prazo
OP-03528,2,Flange,CNC-02,Manhã,238,154.0,10.59,Média,Sim,5,6.04,0,28,Adiantado
OP-03529,3,Engrenagem,Torno-03,Tarde,3837,141.0,41.91,Urgente,Sim,4,4.33,3,35,No_Prazo
OP-03530,2,Flange,Fresadora-01,Manhã,4630,112.0,223.65,Alta,Sim,6,3.52,3,21,Adiantado
OP-03531,5,Suporte,CNC-02,Manhã,571,180.0,21.69,Baixa,Sim,3,7.22,3,37,Adiantado
OP-03532,1,Eixo,CNC-01,Tarde,4960,56.0,52.24,Média,Sim,5,3.74,4,10,Atrasado
OP-03533,1,Flange,Mandrilhadora-A,Manhã,486,121.0,18.58,Baixa,Não,6,5.14,3,32,Atrasado
OP-03534,12,Suporte,Fresadora-01,Tarde,678,68.0,9.03,Alta,Não,6,6.94,3,38,No_Prazo
OP-03535,2,Engrenagem,CNC-01,Manhã,3823,91.0,136.04,Média,Não,3,2.09,1,20,Atrasado
OP-03536,1,Flange,CNC-02,Noite,3443,71.0,75.87,Média,Sim,3,3.52,4,26,No_Prazo
OP-03537,1,Suporte,CNC-02,Manhã,4683,70.0,86.56,Média,Sim,1,1.59,5,29,Atrasado
OP-03538,2,Eixo,Mandrilhadora-A,Tarde,2154,77.0,75.66,Média,Sim,4,4.57,4,20,No_Prazo
OP-03539,7,Flange,Mandrilhadora-A,Noite,2884,24.0,78.91,Urgente,Sim,4,6.42,0,23,No_Prazo
OP-03540,10,Suporte,Fresadora-01,Tarde,785,22.0,9.88,Baixa,Sim,3,0.91,5,32,Adiantado
OP-03541,9,Engrenagem,Torno-03,Manhã,3474,135.0,149.01,Urgente,Sim,2,0.95,3,35,Adiantado
OP-03542,7,Suporte,CNC-01,Tarde,4990,66.0,103.02,Média,Sim,6,6.06,2,21,Atrasado
OP-03543,2,Eixo,CNC-02,Manhã,3004,19.0,104.32,Baixa,Não,6,5.82,1,41,Atrasado
OP-03544,10,Eixo,CNC-01,Tarde,4669,28.0,160.49,Alta,Não,6,3.52,0,39,Atrasado
OP-03545,1,Suporte,Fresadora-01,Tarde,1998,47.0,24.47,Média,Sim,3,3.21,5,34,Adiantado
OP-03546,8,Engrenagem,CNC-01,Noite,4913,23.0,245.12,Alta,Sim,5,2.62,3,8,No_Prazo
OP-03547,5,Engrenagem,Fresadora-01,Noite,2706,171.0,75.51,Média,Não,5,0.96,5,19,Atrasado
OP-03548,11,Flange,Mandrilhadora-A,Manhã,762,109.0,13.88,Média,Sim,5,4.35,4,4,No_Prazo
OP-03549,4,Carcaça,CNC-02,Manhã,1844,80.0,50.65,Média,Sim,3,5.12,4,42,Adiantado
OP-03550,8,Engrenagem,Fresadora-01,Manhã,2485,103.0,84.79,Urgente,Sim,6,6.99,2,27,Adiantado
OP-03551,6,Suporte,Mandrilhadora-A,Tarde,381,34.0,3.86,Alta,Sim,4,4.56,2,17,Adiantado
OP-03552,7,Engrenagem,Torno-03,Manhã,4484,131.0,98.67,Alta,Sim,1,1.64,2,14,Atrasado
OP-03553,12,Flange,Torno-03,Tarde,1233,175.0,38.78,Alta,Sim,1,2.81,0,32,Adiantado
OP-03554,9,Flange,CNC-02,Tarde,3392,37.0,128.15,Baixa,Não,3,6.39,4,8,Atrasado
OP-03555,5,Flange,Torno-03,Noite,4603,40.0,103.72,Alta,Sim,6,5.14,5,18,No_Prazo
OP-03556,6,Engrenagem,Mandrilhadora-A,Tarde,2201,119.0,57.57,Média,Sim,5,6.28,0,4,No_Prazo
OP-03557,9,Suporte,Fresadora-01,Manhã,3066,40.0,57.79,Alta,Sim,4,3.6,5,35,Adiantado
OP-03558,5,Eixo,CNC-02,Manhã,2607,36.0,56.63,Alta,Sim,4,1.01,3,36,Adiantado
OP-03559,3,Suporte,Torno-03,Tarde,3832,126.0,143.68,Média,Sim,6,7.19,3,34,No_Prazo
OP-03560,6,Suporte,Fresadora-01,Manhã,241,117.0,5.66,Alta,Sim,4,3.12,4,44,Adiantado
OP-03561,1,Flange,CNC-01,Manhã,1830,51.0,38.77,Alta,Sim,3,1.13,0,23,Adiantado
OP-03562,3,Eixo,Fresadora-01,Manhã,3077,151.0,67.52,Baixa,Sim,3,4.9,5,29,No_Prazo
OP-03563,6,Suporte,CNC-02,Tarde,502,32.0,17.32,Alta,Sim,4,6.08,5,40,Adiantado
OP-03564,10,Carcaça,CNC-02,Noite,4305,70.0,139.62,Média,Sim,2,4.09,4,36,No_Prazo
OP-03565,10,Carcaça,Torno-03,Manhã,3178,137.0,83.51,Alta,Sim,6,5.1,1,22,No_Prazo
OP-03566,4,Carcaça,Torno-03,Manhã,63,116.0,2.22,Alta,Sim,6,3.63,0,39,Adiantado
OP-03567,6,Eixo,Mandrilhadora-A,Tarde,110,114.0,3.93,Baixa,Sim,3,6.6,1,36,Adiantado
OP-03568,2,Flange,CNC-02,Manhã,841,128.0,8.85,Baixa,Sim,5,6.38,2,37,Adiantado
OP-03569,10,Eixo,CNC-02,Noite,3336,122.0,78.6,Baixa,Sim,5,5.9,5,23,Atrasado
OP-03570,3,Carcaça,CNC-02,Tarde,2614,159.0,51.68,Alta,Sim,4,0.65,2,17,No_Prazo
OP-03571,10,Carcaça,Mandrilhadora-A,Tarde,2437,109.0,105.19,Alta,Sim,1,4.37,4,36,Adiantado
OP-03572,11,Carcaça,Mandrilhadora-A,Noite,2826,81.0,59.4,Alta,Sim,1,6.39,2,3,Atrasado
OP-03573,9,Engrenagem,Torno-03,Tarde,2498,141.0,56.68,Alta,Sim,5,2.34,0,40,Adiantado
OP-03574,4,Eixo,Fresadora-01,Manhã,1749,58.0,55.11,Média,Sim,1,2.44,4,30,No_Prazo
OP-03575,12,Suporte,Mandrilhadora-A,Tarde,86,140.0,2.74,Média,Sim,5,7.28,2,38,Adiantado
OP-03576,9,Suporte,Mandrilhadora-A,Tarde,188,61.0,7.98,Urgente,Sim,3,6.81,3,43,Adiantado
OP-03577,8,Eixo,Fresadora-01,Tarde,3460,94.0,88.29,Baixa,Sim,5,7.91,2,34,No_Prazo
OP-03578,11,Engrenagem,Torno-03,Noite,3730,137.0,79.25,Média,Sim,1,4.23,4,41,No_Prazo
OP-03579,11,Engrenagem,Mandrilhadora-A,Manhã,1237,119.0,42.47,Média,Sim,3,1.43,4,30,Adiantado
OP-03580,1,Suporte,CNC-02,Tarde,1252,29.0,48.99,Baixa,Sim,1,0.56,4,3,Atrasado
OP-03581,11,Flange,CNC-02,Manhã,2068,89.0,102.79,Alta,Sim,3,5.8,5,19,No_Prazo
OP-03582,10,Flange,Fresadora-01,Manhã,3240,149.0,112.53,Média,Não,1,6.63,4,41,Atrasado
OP-03583,3,Carcaça,CNC-01,Tarde,2987,179.0,88.5,Média,Sim,2,3.71,3,12,Atrasado
OP-03584,4,Engrenagem,Torno-03,Noite,2817,92.0,43.16,Baixa,Sim,2,3.69,4,3,Atrasado
OP-03585,10,Suporte,Mandrilhadora-A,Tarde,231,29.0,11.43,Média,Sim,4,6.8,4,21,No_Prazo
OP-03586,3,Eixo,CNC-01,Manhã,2182,75.0,81.61,Média,Sim,1,1.9,1,25,No_Prazo
OP-03587,6,Carcaça,Mandrilhadora-A,Manhã,3775,96.0,62.67,Alta,Sim,2,0.98,1,24,No_Prazo
OP-03588,9,Carcaça,Torno-03,Tarde,2971,27.0,84.34,Média,Sim,5,7.74,0,39,Adiantado
OP-03589,8,Flange,Mandrilhadora-A,Tarde,4044,158.0,131.07,Alta,Sim,3,4.57,4,10,Atrasado
OP-03590,11,Eixo,Fresadora-01,Noite,3490,104.0,65.18,Média,Sim,4,6.29,0,20,Atrasado
OP-03591,2,Eixo,CNC-01,Tarde,4503,84.0,176.96,Baixa,Sim,6,7.66,0,28,No_Prazo
OP-03592,4,Engrenagem,Fresadora-01,Noite,2882,81.0,103.79,Alta,Sim,4,6.58,4,32,No_Prazo
OP-03593,12,Carcaça,CNC-01,Noite,2867,20.0,55.48,Baixa,Sim,6,4.01,0,39,Adiantado
OP-03594,7,Engrenagem,CNC-02,Manhã,2809,101.0,139.3,Média,Não,6,5.36,5,12,Atrasado
OP-03595,3,Flange,Mandrilhadora-A,Tarde,1359,93.0,65.16,Média,Sim,4,5.24,1,41,Adiantado
OP-03596,4,Flange,Mandrilhadora-A,Tarde,2208,72.0,45.53,Alta,Sim,3,7.44,5,44,Adiantado
OP-03597,5,Suporte,CNC-01,Noite,885,124.0,24.49,Alta,Não,2,1.56,3,45,No_Prazo
OP-03598,7,Carcaça,CNC-02,Tarde,2178,83.0,99.73,Média,Não,6,5.72,0,4,Atrasado
OP-03599,4,Flange,CNC-01,Tarde,791,109.0,20.77,Alta,Sim,5,6.97,4,18,Adiantado
OP-03600,8,Suporte,CNC-02,Manhã,2480,161.0,119.52,Média,Sim,2,3.19,5,30,No_Prazo
OP-03601,6,Flange,Mandrilhadora-A,Tarde,4773,75.0,85.99,Alta,Sim,4,5.81,5,15,Atrasado
OP-03602,8,Flange,CNC-01,Noite,2287,81.0,89.1,Urgente,Sim,2,2.37,5,4,No_Prazo
OP-03603,2,Engrenagem,Fresadora-01,Noite,3706,158.0,125.93,Média,Não,6,1.16,1,14,Atrasado
OP-03604,8,Eixo,Mandrilhadora-A,Manhã,2223,74.0,53.01,Média,Sim,2,0.69,1,4,No_Prazo
OP-03605,12,Flange,Mandrilhadora-A,Manhã,4534,87.0,175.52,Alta,Sim,1,4.47,1,34,No_Prazo
OP-03606,2,Engrenagem,CNC-02,Noite,1091,147.0,11.97,Média,Não,6,0.89,3,14,Atrasado
OP-03607,4,Eixo,Fresadora-01,Tarde,4179,113.0,80.38,Alta,Sim,4,4.94,4,31,No_Prazo
OP-03608,9,Flange,Torno-03,Noite,3637,169.0,74.38,Média,Não,6,3.32,5,3,Atrasado
OP-03609,8,Flange,CNC-01,Manhã,4449,93.0,65.4,Urgente,Sim,6,0.55,2,37,Adiantado
